gene,tissue,median_tpm,unit,tissue_label
EPCAM,Bladder,2.93914,TPM,Bladder
EPCAM,Brain_Hippocampus,2.86553,TPM,Brain Hippocampus
EPCAM,Brain_Substantia_nigra,2.64359,TPM,Brain Substantia nigra
EPCAM,Spleen,1.79328,TPM,Spleen
EPCAM,Brain_Frontal_Cortex_BA9,1.77872,TPM,Brain Frontal Cortex BA9
EPCAM,Brain_Cerebellar_Hemisphere,1.6509599999999998,TPM,Brain Cerebellar Hemisphere
EPCAM,Colon_Sigmoid,1.4587700000000001,TPM,Colon Sigmoid
EPCAM,Brain_Cerebellum,1.4344700000000001,TPM,Brain Cerebellum
EPCAM,Brain_Anterior_cingulate_cortex_BA24,1.31494,TPM,Brain Anterior cingulate cortex BA24
EPCAM,Brain_Cortex,1.14517,TPM,Brain Cortex
EPCAM,Ovary,1.13749,TPM,Ovary
EPCAM,Liver,1.0551,TPM,Liver
EPCAM,Nerve_Tibial,0.834443,TPM,Nerve Tibial
EPCAM,Cervix_Endocervix,0.650463,TPM,Cervix Endocervix
EPCAM,Uterus,0.5754520000000001,TPM,Uterus
EPCAM,Cervix_Ectocervix,0.522246,TPM,Cervix Ectocervix
EPCAM,Esophagus_Gastroesophageal_Junction,0.46763599999999994,TPM,Esophagus Gastroesophageal Junction
EPCAM,Esophagus_Muscularis,0.379467,TPM,Esophagus Muscularis
EPCAM,Whole_Blood,0.285785,TPM,Whole Blood
EPCAM,Artery_Coronary,0.264772,TPM,Artery Coronary
EPCAM,Adipose_Visceral_Omentum,0.259396,TPM,Adipose Visceral Omentum
EPCAM,Adipose_Subcutaneous,0.24254299999999998,TPM,Adipose Subcutaneous
EPCAM,Cells_EBV-transformed_lymphocytes,0.23156100000000002,TPM,Cells EBV-transformed lymphocytes
EPCAM,Artery_Aorta,0.216792,TPM,Artery Aorta
EPCAM,Heart_Atrial_Appendage,0.182423,TPM,Heart Atrial Appendage
EPCAM,Cells_Cultured_fibroblasts,0.16050599999999998,TPM,Cells Cultured fibroblasts
EPCAM,Artery_Tibial,0.144867,TPM,Artery Tibial
EPCAM,Heart_Left_Ventricle,0.12655999999999998,TPM,Heart Left Ventricle
EPCAM,Muscle_Skeletal,0.0901887,TPM,Muscle Skeletal
FOLH1,Brain_Spinal_cord_cervical_c-1,60.7309,TPM,Brain Spinal cord cervical c-1
FOLH1,Prostate,50.9607,TPM,Prostate
FOLH1,Brain_Substantia_nigra,21.5631,TPM,Brain Substantia nigra
FOLH1,Brain_Hippocampus,17.1848,TPM,Brain Hippocampus
FOLH1,Minor_Salivary_Gland,13.8959,TPM,Minor Salivary Gland
FOLH1,Brain_Putamen_basal_ganglia,13.2098,TPM,Brain Putamen basal ganglia
FOLH1,Brain_Amygdala,10.9396,TPM,Brain Amygdala
FOLH1,Brain_Caudate_basal_ganglia,9.81763,TPM,Brain Caudate basal ganglia
FOLH1,Nerve_Tibial,9.480939999999999,TPM,Nerve Tibial
FOLH1,Brain_Hypothalamus,8.673210000000001,TPM,Brain Hypothalamus
FOLH1,Brain_Nucleus_accumbens_basal_ganglia,5.169,TPM,Brain Nucleus accumbens basal ganglia
FOLH1,Liver,4.93424,TPM,Liver
FOLH1,Brain_Frontal_Cortex_BA9,4.66651,TPM,Brain Frontal Cortex BA9
FOLH1,Brain_Cortex,4.66596,TPM,Brain Cortex
FOLH1,Spleen,2.6833299999999998,TPM,Spleen
FOLH1,Brain_Anterior_cingulate_cortex_BA24,2.67512,TPM,Brain Anterior cingulate cortex BA24
FOLH1,Fallopian_Tube,2.58632,TPM,Fallopian Tube
FOLH1,Brain_Cerebellum,2.36337,TPM,Brain Cerebellum
FOLH1,Kidney_Cortex,2.3201400000000003,TPM,Kidney Cortex
FOLH1,Brain_Cerebellar_Hemisphere,2.20408,TPM,Brain Cerebellar Hemisphere
FOLH1,Lung,1.90116,TPM,Lung
FOLH1,Kidney_Medulla,1.72675,TPM,Kidney Medulla
FOLH1,Breast_Mammary_Tissue,1.6707400000000001,TPM,Breast Mammary Tissue
FOLH1,Cervix_Endocervix,1.56758,TPM,Cervix Endocervix
FOLH1,Skin_Sun_Exposed_Lower_leg,1.3422100000000001,TPM,Skin Sun Exposed Lower leg
FOLH1,Adipose_Visceral_Omentum,1.2739200000000002,TPM,Adipose Visceral Omentum
FOLH1,Esophagus_Mucosa,1.03005,TPM,Esophagus Mucosa
FOLH1,Testis,0.985791,TPM,Testis
FOLH1,Skin_Not_Sun_Exposed_Suprapubic,0.9452809999999999,TPM,Skin Not Sun Exposed Suprapubic
FOLH1,Thyroid,0.939009,TPM,Thyroid
FOLH1,Cervix_Ectocervix,0.9110440000000001,TPM,Cervix Ectocervix
FOLH1,Ovary,0.9049299999999999,TPM,Ovary
FOLH1,Small_Intestine_Terminal_Ileum,0.798625,TPM,Small Intestine Terminal Ileum
FOLH1,Esophagus_Gastroesophageal_Junction,0.789864,TPM,Esophagus Gastroesophageal Junction
FOLH1,Colon_Sigmoid,0.711385,TPM,Colon Sigmoid
FOLH1,Bladder,0.680271,TPM,Bladder
FOLH1,Artery_Coronary,0.64246,TPM,Artery Coronary
FOLH1,Esophagus_Muscularis,0.627408,TPM,Esophagus Muscularis
FOLH1,Vagina,0.586866,TPM,Vagina
FOLH1,Artery_Aorta,0.5868270000000001,TPM,Artery Aorta
FOLH1,Uterus,0.514166,TPM,Uterus
FOLH1,Colon_Transverse,0.49144399999999994,TPM,Colon Transverse
FOLH1,Artery_Tibial,0.42205,TPM,Artery Tibial
FOLH1,Heart_Atrial_Appendage,0.373954,TPM,Heart Atrial Appendage
FOLH1,Adipose_Subcutaneous,0.24914299999999998,TPM,Adipose Subcutaneous
FOLH1,Adrenal_Gland,0.222706,TPM,Adrenal Gland
FOLH1,Stomach,0.207525,TPM,Stomach
FOLH1,Pituitary,0.108475,TPM,Pituitary
FOLH1,Pancreas,0.0757023,TPM,Pancreas
FOLH1,Heart_Left_Ventricle,0.0524465,TPM,Heart Left Ventricle
FOLH1,Muscle_Skeletal,0.029765899999999998,TPM,Muscle Skeletal
FOLH1,Cells_EBV-transformed_lymphocytes,0.00412002,TPM,Cells EBV-transformed lymphocytes
FOLH1,Cells_Cultured_fibroblasts,0.0,TPM,Cells Cultured fibroblasts
FOLH1,Whole_Blood,0.0,TPM,Whole Blood
HPN,Liver,492.49,TPM,Liver
HPN,Kidney_Cortex,170.718,TPM,Kidney Cortex
HPN,Pancreas,132.991,TPM,Pancreas
HPN,Kidney_Medulla,129.78799999999998,TPM,Kidney Medulla
HPN,Stomach,56.7533,TPM,Stomach
HPN,Thyroid,38.8818,TPM,Thyroid
HPN,Pituitary,22.8718,TPM,Pituitary
HPN,Prostate,21.2096,TPM,Prostate
HPN,Lung,14.3502,TPM,Lung
HPN,Muscle_Skeletal,10.5345,TPM,Muscle Skeletal
HPN,Fallopian_Tube,8.86213,TPM,Fallopian Tube
HPN,Brain_Spinal_cord_cervical_c-1,8.42843,TPM,Brain Spinal cord cervical c-1
HPN,Breast_Mammary_Tissue,6.4164,TPM,Breast Mammary Tissue
HPN,Brain_Cerebellum,5.58852,TPM,Brain Cerebellum
HPN,Brain_Substantia_nigra,5.30087,TPM,Brain Substantia nigra
HPN,Brain_Cerebellar_Hemisphere,4.49742,TPM,Brain Cerebellar Hemisphere
HPN,Spleen,3.92496,TPM,Spleen
HPN,Brain_Hippocampus,3.7761400000000003,TPM,Brain Hippocampus
HPN,Heart_Atrial_Appendage,3.45034,TPM,Heart Atrial Appendage
HPN,Brain_Putamen_basal_ganglia,3.24048,TPM,Brain Putamen basal ganglia
HPN,Testis,3.1379599999999996,TPM,Testis
HPN,Minor_Salivary_Gland,2.6568400000000003,TPM,Minor Salivary Gland
HPN,Brain_Cortex,2.59835,TPM,Brain Cortex
HPN,Adipose_Visceral_Omentum,2.5138599999999998,TPM,Adipose Visceral Omentum
HPN,Cervix_Endocervix,2.48782,TPM,Cervix Endocervix
HPN,Brain_Amygdala,2.34362,TPM,Brain Amygdala
HPN,Nerve_Tibial,2.23627,TPM,Nerve Tibial
HPN,Heart_Left_Ventricle,2.2299700000000002,TPM,Heart Left Ventricle
HPN,Brain_Caudate_basal_ganglia,2.20533,TPM,Brain Caudate basal ganglia
HPN,Brain_Frontal_Cortex_BA9,2.05753,TPM,Brain Frontal Cortex BA9
HPN,Adipose_Subcutaneous,2.0154900000000002,TPM,Adipose Subcutaneous
HPN,Brain_Hypothalamus,1.92914,TPM,Brain Hypothalamus
HPN,Ovary,1.73927,TPM,Ovary
HPN,Cervix_Ectocervix,1.6778099999999998,TPM,Cervix Ectocervix
HPN,Small_Intestine_Terminal_Ileum,1.65388,TPM,Small Intestine Terminal Ileum
HPN,Brain_Nucleus_accumbens_basal_ganglia,1.40854,TPM,Brain Nucleus accumbens basal ganglia
HPN,Brain_Anterior_cingulate_cortex_BA24,1.27498,TPM,Brain Anterior cingulate cortex BA24
HPN,Uterus,1.17816,TPM,Uterus
HPN,Esophagus_Muscularis,1.16654,TPM,Esophagus Muscularis
HPN,Esophagus_Gastroesophageal_Junction,1.0600399999999999,TPM,Esophagus Gastroesophageal Junction
HPN,Adrenal_Gland,1.01492,TPM,Adrenal Gland
HPN,Bladder,0.9591059999999999,TPM,Bladder
HPN,Colon_Sigmoid,0.955026,TPM,Colon Sigmoid
HPN,Skin_Not_Sun_Exposed_Suprapubic,0.899208,TPM,Skin Not Sun Exposed Suprapubic
HPN,Colon_Transverse,0.857079,TPM,Colon Transverse
HPN,Artery_Coronary,0.809454,TPM,Artery Coronary
HPN,Vagina,0.757582,TPM,Vagina
HPN,Skin_Sun_Exposed_Lower_leg,0.578795,TPM,Skin Sun Exposed Lower leg
HPN,Artery_Aorta,0.513083,TPM,Artery Aorta
HPN,Whole_Blood,0.496464,TPM,Whole Blood
HPN,Esophagus_Mucosa,0.29844299999999996,TPM,Esophagus Mucosa
HPN,Artery_Tibial,0.291431,TPM,Artery Tibial
HPN,Cells_Cultured_fibroblasts,0.10376800000000001,TPM,Cells Cultured fibroblasts
HPN,Cells_EBV-transformed_lymphocytes,0.06723029999999999,TPM,Cells EBV-transformed lymphocytes
PSCA,Stomach,1261.38,TPM,Stomach
PSCA,Esophagus_Mucosa,165.05900000000003,TPM,Esophagus Mucosa
PSCA,Bladder,124.241,TPM,Bladder
PSCA,Vagina,74.9643,TPM,Vagina
PSCA,Prostate,63.0901,TPM,Prostate
PSCA,Skin_Sun_Exposed_Lower_leg,9.66605,TPM,Skin Sun Exposed Lower leg
PSCA,Skin_Not_Sun_Exposed_Suprapubic,7.6844,TPM,Skin Not Sun Exposed Suprapubic
PSCA,Minor_Salivary_Gland,6.1136,TPM,Minor Salivary Gland
PSCA,Kidney_Medulla,2.77826,TPM,Kidney Medulla
PSCA,Cells_Cultured_fibroblasts,2.49255,TPM,Cells Cultured fibroblasts
PSCA,Testis,2.29725,TPM,Testis
PSCA,Kidney_Cortex,1.57598,TPM,Kidney Cortex
PSCA,Lung,1.50984,TPM,Lung
PSCA,Cervix_Ectocervix,1.2038,TPM,Cervix Ectocervix
PSCA,Breast_Mammary_Tissue,1.17733,TPM,Breast Mammary Tissue
PSCA,Small_Intestine_Terminal_Ileum,1.06781,TPM,Small Intestine Terminal Ileum
PSCA,Cervix_Endocervix,0.9212319999999999,TPM,Cervix Endocervix
PSCA,Fallopian_Tube,0.774187,TPM,Fallopian Tube
PSCA,Adipose_Subcutaneous,0.689132,TPM,Adipose Subcutaneous
PSCA,Colon_Transverse,0.590719,TPM,Colon Transverse
PSCA,Artery_Aorta,0.583299,TPM,Artery Aorta
PSCA,Nerve_Tibial,0.578711,TPM,Nerve Tibial
PSCA,Brain_Cortex,0.516042,TPM,Brain Cortex
PSCA,Adipose_Visceral_Omentum,0.500995,TPM,Adipose Visceral Omentum
PSCA,Brain_Frontal_Cortex_BA9,0.495437,TPM,Brain Frontal Cortex BA9
PSCA,Esophagus_Gastroesophageal_Junction,0.49018,TPM,Esophagus Gastroesophageal Junction
PSCA,Artery_Coronary,0.47062200000000004,TPM,Artery Coronary
PSCA,Brain_Cerebellum,0.469574,TPM,Brain Cerebellum
PSCA,Esophagus_Muscularis,0.462938,TPM,Esophagus Muscularis
PSCA,Ovary,0.445047,TPM,Ovary
PSCA,Brain_Anterior_cingulate_cortex_BA24,0.443126,TPM,Brain Anterior cingulate cortex BA24
PSCA,Pituitary,0.422655,TPM,Pituitary
PSCA,Uterus,0.42106499999999997,TPM,Uterus
PSCA,Spleen,0.409352,TPM,Spleen
PSCA,Brain_Cerebellar_Hemisphere,0.37083,TPM,Brain Cerebellar Hemisphere
PSCA,Brain_Amygdala,0.322115,TPM,Brain Amygdala
PSCA,Thyroid,0.32017199999999996,TPM,Thyroid
PSCA,Brain_Nucleus_accumbens_basal_ganglia,0.314946,TPM,Brain Nucleus accumbens basal ganglia
PSCA,Colon_Sigmoid,0.291184,TPM,Colon Sigmoid
PSCA,Brain_Hippocampus,0.288781,TPM,Brain Hippocampus
PSCA,Artery_Tibial,0.281464,TPM,Artery Tibial
PSCA,Adrenal_Gland,0.262801,TPM,Adrenal Gland
PSCA,Brain_Hypothalamus,0.255631,TPM,Brain Hypothalamus
PSCA,Pancreas,0.252751,TPM,Pancreas
PSCA,Brain_Caudate_basal_ganglia,0.25172100000000003,TPM,Brain Caudate basal ganglia
PSCA,Brain_Putamen_basal_ganglia,0.23229899999999998,TPM,Brain Putamen basal ganglia
PSCA,Brain_Spinal_cord_cervical_c-1,0.214229,TPM,Brain Spinal cord cervical c-1
PSCA,Brain_Substantia_nigra,0.168879,TPM,Brain Substantia nigra
PSCA,Liver,0.162828,TPM,Liver
PSCA,Cells_EBV-transformed_lymphocytes,0.13050699999999998,TPM,Cells EBV-transformed lymphocytes
PSCA,Whole_Blood,0.108233,TPM,Whole Blood
PSCA,Muscle_Skeletal,0.0896433,TPM,Muscle Skeletal
PSCA,Heart_Atrial_Appendage,0.0888936,TPM,Heart Atrial Appendage
PSCA,Heart_Left_Ventricle,0.0639705,TPM,Heart Left Ventricle
STEAP1,Cells_Cultured_fibroblasts,200.138,TPM,Cells Cultured fibroblasts
STEAP1,Prostate,56.4663,TPM,Prostate
STEAP1,Adipose_Visceral_Omentum,35.7791,TPM,Adipose Visceral Omentum
STEAP1,Adipose_Subcutaneous,26.5512,TPM,Adipose Subcutaneous
STEAP1,Breast_Mammary_Tissue,26.0457,TPM,Breast Mammary Tissue
STEAP1,Bladder,21.6341,TPM,Bladder
STEAP1,Minor_Salivary_Gland,21.6187,TPM,Minor Salivary Gland
STEAP1,Lung,20.0352,TPM,Lung
STEAP1,Colon_Transverse,18.4561,TPM,Colon Transverse
STEAP1,Artery_Aorta,17.9233,TPM,Artery Aorta
STEAP1,Artery_Coronary,17.279,TPM,Artery Coronary
STEAP1,Esophagus_Mucosa,15.4864,TPM,Esophagus Mucosa
STEAP1,Liver,12.0611,TPM,Liver
STEAP1,Fallopian_Tube,11.9911,TPM,Fallopian Tube
STEAP1,Colon_Sigmoid,11.7152,TPM,Colon Sigmoid
STEAP1,Esophagus_Gastroesophageal_Junction,11.3228,TPM,Esophagus Gastroesophageal Junction
STEAP1,Esophagus_Muscularis,10.8769,TPM,Esophagus Muscularis
STEAP1,Artery_Tibial,10.2526,TPM,Artery Tibial
STEAP1,Vagina,9.48557,TPM,Vagina
STEAP1,Cervix_Endocervix,9.33031,TPM,Cervix Endocervix
STEAP1,Stomach,8.81437,TPM,Stomach
STEAP1,Ovary,8.812619999999999,TPM,Ovary
STEAP1,Nerve_Tibial,8.615,TPM,Nerve Tibial
STEAP1,Thyroid,7.81375,TPM,Thyroid
STEAP1,Small_Intestine_Terminal_Ileum,7.813210000000001,TPM,Small Intestine Terminal Ileum
STEAP1,Cervix_Ectocervix,6.757960000000001,TPM,Cervix Ectocervix
STEAP1,Uterus,6.34629,TPM,Uterus
STEAP1,Testis,5.95038,TPM,Testis
STEAP1,Cells_EBV-transformed_lymphocytes,5.82682,TPM,Cells EBV-transformed lymphocytes
STEAP1,Skin_Sun_Exposed_Lower_leg,5.136080000000001,TPM,Skin Sun Exposed Lower leg
STEAP1,Pituitary,5.11364,TPM,Pituitary
STEAP1,Skin_Not_Sun_Exposed_Suprapubic,4.287730000000001,TPM,Skin Not Sun Exposed Suprapubic
STEAP1,Heart_Atrial_Appendage,4.24211,TPM,Heart Atrial Appendage
STEAP1,Spleen,4.20625,TPM,Spleen
STEAP1,Pancreas,3.3434,TPM,Pancreas
STEAP1,Brain_Frontal_Cortex_BA9,2.51622,TPM,Brain Frontal Cortex BA9
STEAP1,Adrenal_Gland,2.11899,TPM,Adrenal Gland
STEAP1,Brain_Cortex,1.97553,TPM,Brain Cortex
STEAP1,Kidney_Cortex,1.88215,TPM,Kidney Cortex
STEAP1,Kidney_Medulla,1.78572,TPM,Kidney Medulla
STEAP1,Brain_Anterior_cingulate_cortex_BA24,1.26661,TPM,Brain Anterior cingulate cortex BA24
STEAP1,Heart_Left_Ventricle,0.664135,TPM,Heart Left Ventricle
STEAP1,Muscle_Skeletal,0.6207779999999999,TPM,Muscle Skeletal
STEAP1,Brain_Hypothalamus,0.6053810000000001,TPM,Brain Hypothalamus
STEAP1,Brain_Amygdala,0.50155,TPM,Brain Amygdala
STEAP1,Brain_Nucleus_accumbens_basal_ganglia,0.496612,TPM,Brain Nucleus accumbens basal ganglia
STEAP1,Brain_Cerebellum,0.47827,TPM,Brain Cerebellum
STEAP1,Brain_Substantia_nigra,0.46770600000000007,TPM,Brain Substantia nigra
STEAP1,Brain_Caudate_basal_ganglia,0.44767799999999996,TPM,Brain Caudate basal ganglia
STEAP1,Brain_Hippocampus,0.43483599999999994,TPM,Brain Hippocampus
STEAP1,Brain_Spinal_cord_cervical_c-1,0.426436,TPM,Brain Spinal cord cervical c-1
STEAP1,Brain_Cerebellar_Hemisphere,0.402433,TPM,Brain Cerebellar Hemisphere
STEAP1,Brain_Putamen_basal_ganglia,0.245024,TPM,Brain Putamen basal ganglia
STEAP1,Whole_Blood,0.0412227,TPM,Whole Blood
STEAP2,Prostate,76.35600000000001,TPM,Prostate
